view_history,rt,trial_type,trial_index,plugin_version,time_elapsed,subjectID,studyID,sessionID,success,task,response,question_order,Matrix,S,T,R,P,GameType,choice,GivenAns,Player,PlayerType,CorrAns,confidence,ScoreNum,stimulus
,,html-keyboard-response,81,2.0.0,4307792,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":8}",0.0,8.0,10.0,5.0,SH,Blue,def,F.A.,pess_nat,def,5.0,1.0,
,791.0,html-keyboard-response,82,2.0.0,4308585,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,83,2.0.0,4313272,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Red,coop,F.A.,pess_nat,def,10.0,0.0,
,1386.0,html-keyboard-response,84,2.0.0,4314659,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,85,2.0.0,4319296,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":8}",10.0,8.0,10.0,5.0,HG,Red,coop,F.A.,pess_nat,coop,2.0,1.0,
,769.0,html-keyboard-response,86,2.0.0,4320066,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,87,2.0.0,4323501,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":8}",7.0,8.0,10.0,5.0,HG,Red,coop,F.A.,pess_nat,coop,2.0,1.0,
,859.0,html-keyboard-response,88,2.0.0,4324361,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,89,2.0.0,4327824,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":5}",0.0,5.0,10.0,5.0,SH,Blue,def,F.A.,pess_nat,def,8.0,1.0,
,977.0,html-keyboard-response,90,2.0.0,4328803,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,91,2.0.0,4332844,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":15}",10.0,15.0,10.0,5.0,SG,Blue,def,F.A.,pess_nat,coop,7.0,0.0,
,679.0,html-keyboard-response,92,2.0.0,4333524,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,93,2.0.0,4337595,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":15}",3.0,15.0,10.0,5.0,PD,Blue,def,F.A.,pess_nat,def,6.0,1.0,
,625.0,html-keyboard-response,94,2.0.0,4338224,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,95,2.0.0,4342176,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":12}",10.0,12.0,10.0,5.0,SG,Red,coop,F.A.,pess_nat,coop,4.0,1.0,
,797.0,html-keyboard-response,96,2.0.0,4342974,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,97,2.0.0,4348698,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":15}",0.0,15.0,10.0,5.0,PD,Blue,def,F.A.,pess_nat,def,5.0,1.0,
,809.0,html-keyboard-response,98,2.0.0,4349509,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,99,2.0.0,4353570,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":5}",3.0,5.0,10.0,5.0,SH,Red,coop,F.A.,pess_nat,def,4.0,0.0,
,925.0,html-keyboard-response,100,2.0.0,4354495,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,101,2.0.0,4358695,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":8}",3.0,8.0,10.0,5.0,SH,Blue,def,F.A.,pess_nat,def,6.0,1.0,
,693.0,html-keyboard-response,102,2.0.0,4359389,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,103,2.0.0,4362659,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":5}",7.0,5.0,10.0,5.0,HG,Red,coop,F.A.,pess_nat,coop,5.0,1.0,
,681.0,html-keyboard-response,104,2.0.0,4363341,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,105,2.0.0,4368016,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":15}",7.0,15.0,10.0,5.0,SG,Blue,def,F.A.,pess_nat,coop,6.0,0.0,
,728.0,html-keyboard-response,106,2.0.0,4368747,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,107,2.0.0,4373679,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":12}",7.0,12.0,10.0,5.0,SG,Red,coop,F.A.,pess_nat,coop,3.0,1.0,
,729.0,html-keyboard-response,108,2.0.0,4374410,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
"[{""page_index"":0,""viewing_time"":992}]",992.0,instructions,109,2.1.0,4375402,7ltaxxqfoa,,,,,,,,,,,,,,,,,,,,
