view_history,rt,trial_type,trial_index,plugin_version,time_elapsed,subjectID,studyID,sessionID,success,task,response,question_order,Matrix,S,T,R,P,GameType,choice,GivenAns,Player,PlayerType,CorrAns,confidence,ScoreNum,stimulus
,,html-keyboard-response,110,2.0.0,100885440,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":12}",7.0,12.0,10.0,5.0,SG,Yellow,def,G.P.,opt_nat,def,7.0,1.0,
,1524.0,html-keyboard-response,111,2.0.0,100886970,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,112,2.0.0,100911400,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":15}",7.0,15.0,10.0,5.0,SG,Yellow,def,G.P.,opt_nat,def,8.0,1.0,
,1029.0,html-keyboard-response,113,2.0.0,100912431,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,114,2.0.0,100970260,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":8}",7.0,8.0,10.0,5.0,HG,Blue,coop,G.P.,opt_nat,coop,6.0,1.0,
,1200.0,html-keyboard-response,115,2.0.0,100971464,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,116,2.0.0,100997751,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":5}",7.0,5.0,10.0,5.0,HG,Blue,coop,G.P.,opt_nat,coop,9.0,1.0,
,1191.0,html-keyboard-response,117,2.0.0,100998945,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,118,2.0.0,101033380,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":15}",10.0,15.0,10.0,5.0,SG,Yellow,def,G.P.,opt_nat,def,7.0,1.0,
,1222.0,html-keyboard-response,119,2.0.0,101034603,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,120,2.0.0,101057127,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":5}",10.0,5.0,10.0,5.0,HG,Blue,coop,G.P.,opt_nat,coop,6.0,1.0,
,1065.0,html-keyboard-response,121,2.0.0,101058193,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,122,2.0.0,101106060,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":5}",0.0,5.0,10.0,5.0,SH,Yellow,def,G.P.,opt_nat,coop,6.0,0.0,
,1237.0,html-keyboard-response,123,2.0.0,101107299,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,124,2.0.0,101145683,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":8}",0.0,8.0,10.0,5.0,SH,Yellow,def,G.P.,opt_nat,coop,6.0,0.0,
,1352.0,html-keyboard-response,125,2.0.0,101147037,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,126,2.0.0,101186444,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":12}",0.0,12.0,10.0,5.0,PD,Yellow,def,G.P.,opt_nat,def,5.0,1.0,
,1202.0,html-keyboard-response,127,2.0.0,101187648,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,128,2.0.0,101220134,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":15}",0.0,15.0,10.0,5.0,PD,Yellow,def,G.P.,opt_nat,def,9.0,1.0,
,1270.0,html-keyboard-response,129,2.0.0,101221407,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,130,2.0.0,101257785,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":15}",3.0,15.0,10.0,5.0,PD,Yellow,def,G.P.,opt_nat,def,10.0,1.0,
,1336.0,html-keyboard-response,131,2.0.0,101259124,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,132,2.0.0,101290675,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":8}",3.0,8.0,10.0,5.0,SH,Yellow,def,G.P.,opt_nat,coop,7.0,0.0,
,1249.0,html-keyboard-response,133,2.0.0,101291928,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,134,2.0.0,101315960,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Yellow,def,G.P.,opt_nat,def,10.0,1.0,
,981.0,html-keyboard-response,135,2.0.0,101316945,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,136,2.0.0,101373148,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":5}",3.0,5.0,10.0,5.0,SH,Blue,coop,G.P.,opt_nat,coop,6.0,1.0,
,1251.0,html-keyboard-response,137,2.0.0,101374401,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,138,2.0.0,101433829,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":8}",10.0,8.0,10.0,5.0,HG,Blue,coop,G.P.,opt_nat,coop,6.0,1.0,
,1500.0,html-keyboard-response,139,2.0.0,101435333,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,140,2.0.0,101535905,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":12}",10.0,12.0,10.0,5.0,SG,Blue,coop,G.P.,opt_nat,def,7.0,0.0,
,1167.0,html-keyboard-response,141,2.0.0,101537075,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,39535.0,survey-html-form,142,2.1.0,101576617,j1tuuj5uqn,,,,demographics,"{""age"":""57"",""gender"":""Female""}",,,,,,,,,,,,,,,
,42742.0,survey-html-form,143,2.1.0,101619362,j1tuuj5uqn,,,,technical,"{""technical"":""none"",""feedback"":""no""}",,,,,,,,,,,,,,,
