view_history,rt,trial_type,trial_index,plugin_version,time_elapsed,subjectID,studyID,sessionID,success,task,response,question_order,Matrix,S,T,R,P,GameType,choice,GivenAns,Player,PlayerType,CorrAns,confidence,ScoreNum,stimulus
,,html-keyboard-response,50,2.0.0,99755842,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Yellow,def,E.B.,pess_nat,def,9.0,1.0,
,1340.0,html-keyboard-response,51,2.0.0,99757185,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,52,2.0.0,99798369,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":12}",10.0,12.0,10.0,5.0,SG,Red,coop,E.B.,pess_nat,coop,8.0,1.0,
,1272.0,html-keyboard-response,53,2.0.0,99799645,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,54,2.0.0,99832406,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":8}",3.0,8.0,10.0,5.0,SH,Yellow,def,E.B.,pess_nat,def,8.0,1.0,
,1336.0,html-keyboard-response,55,2.0.0,99833744,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,56,2.0.0,99889930,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":15}",7.0,15.0,10.0,5.0,SG,Yellow,def,E.B.,pess_nat,coop,7.0,0.0,
,1127.0,html-keyboard-response,57,2.0.0,99891057,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,58,2.0.0,99917872,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":15}",0.0,15.0,10.0,5.0,PD,Yellow,def,E.B.,pess_nat,def,8.0,1.0,
,1308.0,html-keyboard-response,59,2.0.0,99919183,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,60,2.0.0,99939196,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":8}",10.0,8.0,10.0,5.0,HG,Red,coop,E.B.,pess_nat,coop,9.0,1.0,
,1395.0,html-keyboard-response,61,2.0.0,99940593,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,62,2.0.0,100012946,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":15}",10.0,15.0,10.0,5.0,SG,Red,coop,E.B.,pess_nat,coop,7.0,1.0,
,1427.0,html-keyboard-response,63,2.0.0,100014374,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,64,2.0.0,100035606,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":5}",7.0,5.0,10.0,5.0,HG,Red,coop,E.B.,pess_nat,coop,9.0,1.0,
,1220.0,html-keyboard-response,65,2.0.0,100036827,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,66,2.0.0,100057149,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":8}",0.0,8.0,10.0,5.0,SH,Yellow,def,E.B.,pess_nat,def,10.0,1.0,
,1115.0,html-keyboard-response,67,2.0.0,100058266,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,68,2.0.0,100100267,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":12}",7.0,12.0,10.0,5.0,SG,Yellow,def,E.B.,pess_nat,coop,8.0,0.0,
,1087.0,html-keyboard-response,69,2.0.0,100101357,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,70,2.0.0,100159893,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":5}",3.0,5.0,10.0,5.0,SH,Red,coop,E.B.,pess_nat,def,6.0,0.0,
,1058.0,html-keyboard-response,71,2.0.0,100160953,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,72,2.0.0,100202827,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":12}",0.0,12.0,10.0,5.0,PD,Yellow,def,E.B.,pess_nat,def,9.0,1.0,
,970.0,html-keyboard-response,73,2.0.0,100203800,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,74,2.0.0,100236833,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":5}",0.0,5.0,10.0,5.0,SH,Yellow,def,E.B.,pess_nat,def,7.0,1.0,
,985.0,html-keyboard-response,75,2.0.0,100237820,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
"[{""page_index"":0,""viewing_time"":4430}]",4430.0,instructions,76,2.1.0,100242250,j1tuuj5uqn,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,77,2.0.0,100263907,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":15}",0.0,15.0,10.0,5.0,PD,Green,def,D.T.,pess_inv,coop,8.0,0.0,
,1126.0,html-keyboard-response,78,2.0.0,100265035,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,79,2.0.0,100330235,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":5}",3.0,5.0,10.0,5.0,SH,Red,coop,D.T.,pess_inv,coop,6.0,1.0,
,1318.0,html-keyboard-response,80,2.0.0,100331555,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,81,2.0.0,100358296,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":8}",0.0,8.0,10.0,5.0,SH,Green,def,D.T.,pess_inv,coop,8.0,0.0,
,1166.0,html-keyboard-response,82,2.0.0,100359465,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,83,2.0.0,100394427,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":8}",7.0,8.0,10.0,5.0,HG,Red,coop,D.T.,pess_inv,def,6.0,0.0,
,1326.0,html-keyboard-response,84,2.0.0,100395757,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,85,2.0.0,100452685,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":5}",0.0,5.0,10.0,5.0,SH,Red,coop,D.T.,pess_inv,coop,5.0,1.0,
,1359.0,html-keyboard-response,86,2.0.0,100454045,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,87,2.0.0,100481378,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Green,def,D.T.,pess_inv,coop,4.0,0.0,
,1270.0,html-keyboard-response,88,2.0.0,100482651,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,89,2.0.0,100513281,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":12}",0.0,12.0,10.0,5.0,PD,Green,def,D.T.,pess_inv,coop,8.0,0.0,
,1062.0,html-keyboard-response,90,2.0.0,100514348,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,91,2.0.0,100533553,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":12}",10.0,12.0,10.0,5.0,SG,Red,coop,D.T.,pess_inv,def,3.0,0.0,
,1232.0,html-keyboard-response,92,2.0.0,100534786,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,93,2.0.0,100556180,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":5}",10.0,5.0,10.0,5.0,HG,Red,coop,D.T.,pess_inv,def,9.0,0.0,
,2212.0,html-keyboard-response,94,2.0.0,100558395,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,95,2.0.0,100601569,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":12}",7.0,12.0,10.0,5.0,SG,Green,def,D.T.,pess_inv,def,4.0,1.0,
,1285.0,html-keyboard-response,96,2.0.0,100602857,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,97,2.0.0,100635111,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":15}",10.0,15.0,10.0,5.0,SG,Green,def,D.T.,pess_inv,def,7.0,1.0,
,1167.0,html-keyboard-response,98,2.0.0,100636280,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,99,2.0.0,100669554,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":8}",10.0,8.0,10.0,5.0,HG,Red,coop,D.T.,pess_inv,def,4.0,0.0,
,948.0,html-keyboard-response,100,2.0.0,100670504,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,101,2.0.0,100725271,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":5}",7.0,5.0,10.0,5.0,HG,Red,coop,D.T.,pess_inv,def,4.0,0.0,
,1243.0,html-keyboard-response,102,2.0.0,100726515,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,103,2.0.0,100742667,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":15}",7.0,15.0,10.0,5.0,SG,Green,def,D.T.,pess_inv,def,7.0,1.0,
,843.0,html-keyboard-response,104,2.0.0,100743512,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,105,2.0.0,100762872,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":8}",3.0,8.0,10.0,5.0,SH,Green,def,D.T.,pess_inv,coop,3.0,0.0,
,1291.0,html-keyboard-response,106,2.0.0,100764166,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,107,2.0.0,100802746,j1tuuj5uqn,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":15}",3.0,15.0,10.0,5.0,PD,Green,def,D.T.,pess_inv,coop,10.0,0.0,
,1306.0,html-keyboard-response,108,2.0.0,100804054,j1tuuj5uqn,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
"[{""page_index"":0,""viewing_time"":3857}]",3857.0,instructions,109,2.1.0,100807912,j1tuuj5uqn,,,,,,,,,,,,,,,,,,,,
